Structure;Code;Label;fleche;pluri;eotp;cc;cp;groupe1;groupe2;Societe
MED5FCFI;O11MED34;MED ORTHOPEDIE MAIN;Non;Non;O11MED34KEMPF;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED35;MED PARASITOLOGIE;Non;Non;O11MED35CANDO;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED36;MED PEDIATRIE 3 HP;Non;Non;O11MED36LUTZ;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED37;MED PEDIATRIE 2 HP;Non;Non;O11MED37PEDIA;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED38;MED NEUROBIOLOGIE;Non;Non;O11MED38BOUSQ;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED39;MED PHYSIOLOGIE;Non;Non;O11MED39PIQUA;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED40;MED PSYCHIATRIE 1 HC;Non;Non;O11MED40DANIO;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED41;MED PSYCHIATRIE 2 HC;Non;Non;O11MED41PATRI;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED42;MED PSYCHIATRIE INFA;Non;Non;O11MED42BURSZ;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED43;MED PNEUMOLOGIE NHC;Non;Non;O11MED43DEBLA;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED44;MED RADIOLOGIE NHC;Non;Non;O11MED44BEAUJ;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED45;MED RADIOLOGIE 2 HP;Non;Non;O11MED45DIETE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED46;MED REANIMATION HC;Non;Non;O11MED46JAEGE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED47;MED MEDECINE PHYSIQU;Non;Non;O11MED47VAUTR;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED48;MED SERVICE D URGENC;Non;Non;O11MED48KOPFE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED49;MED CHIRURGIE MAIN;Non;Non;O11MED49LIVER;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED50;MED REANIMATION MEDI;Non;Non;O11MED50HASSE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED51;MED BIOSTATISTIQUES;Non;Non;O11MED51MEYE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED52;MED POLE SMOH;Non;Non;O11MED52CHRIS;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED53;MED NEUROLOGIE HC;Non;Non;O11MED53MAREC;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED54;MED ORTHOPHONIE;Non;Non;O11MED54ORTHO;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED55;MED ORTHOPTIE;Non;Non;O11MED55SPEEG;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED56;MED PATHOLOGIE THORA;Non;Non;O11MED56QUOIX;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED57;MED RADIOLOGIE CANCE;Non;Non;O11MED57VEILL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED58;MED MEDECINE VASCULA;Non;Non;O11MED58STEPH;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED59;MED HISTOIRE MEDECIN;Non;Non;O11MED59BONAH;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED60;MED REANIMATION MEDI;Non;Non;O11MED60SAUDE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED61;MED GENETIQUE MEDICA;Non;Non;O11MED61DOLLF;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED62;MED TRAITEMENT DOULE;Non;Non;O11MED62MULLE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED63;MED PEDOPSYCHIATRIE;Non;Non;O11MED63GRILL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED64;MED CARDIOLOGIE NHC;Non;Non;O11MED64CHAUV;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED65;MED POLE LOGISTIQUE;Non;Non;O11MED65CESU;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED66;MED NEUROLOGIE HC;Non;Non;O11MED66HIRSC;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED67;MED ORTHOPEDIE HC;Non;Non;O11MED67STEIB;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED68;MED INSTITUT PHYSIOL;Non;Non;O11MED68ARBOG;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED69;MED INSTITUT HYGIENE;Non;Non;O11MED69GAYET;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED70;MED DPRT ETHIQUE;Non;Non;O11MED70WOLF;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED71;MED TUBERCULOSE NHC;Non;Non;O11MED71FRAIS;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED72;MED REANIMATION MEDI;Non;Non;O11MED72SCHN;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED73;MED BIOLOGIE REPRO;Non;Non;O11MED73VIVIL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED74;MED DPRT MULTIMEDIA;Non;Non;O11MED74MEDIA;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED75;MED RHUMATOLOGIE HP;Non;Non;O11MED75SIBIL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED76;MED CENTRE NEUROCHIM;Non;Non;O11MED76ROUSS;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED77;MED ANESTHESIOLOGIE;Non;Non;O11MED77DIEMU;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED78;MED CHIR ORTHO TRAUM;Non;Non;O11MED78BONNO;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED79;MED NUDE HC;Non;Non;O11MED79KESSL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED80;MED CHIRURGIE RECONS;Non;Non;O11MED80BRUAN;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED81;MED CHIRURGIE VASCUL;Non;Non;O11MED81CHAFK;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED82;MED ONCOLOGIE MEDICA;Non;Non;O11MED82KURTZ;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED83;MED ANESTH/ CARDIOLO;Non;Non;O11MED83ATTAL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED84;MED MEDECINE GENERAL;Non;Non;O11MED84MDGAL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED86;MED REANIMATION MEDI;Non;Non;O11MED86CASTE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED87;MED NEUROCHIRURGIE;Non;Non;O11MED87FROEL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED88;MED CARDIOLOGIE NHC;Non;Non;O11MED88OHLMA;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED89;MED SENOLOGIE;Non;Non;O11MED89MATHE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED90;MED PHYSIOLOGIE NHC;Non;Non;O11MED90LONSD;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED91;MED MASTER;Non;Non;O11MED91PREVO;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED92;MED CARDIOLOGIE NHC;Non;Non;O11MED92 ROUL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED93;MED CEERE HC;Non;Non;O11MED93THIEL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED94;MED MASTER;Non;Non;O11MED94VELTE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED95;MED PSYCHIATRIE HC;Non;Non;O11MED95VIDAI;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED96;MED NEURO SOMMEIL;Non;Non;O11MED96BOUR;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED97;MED CHIR HEPATIQ;Non;Non;O11MED97BACHE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED98;MED CHIR ORTHO GENOU;Non;Non;O11MED98JAEJH;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O11MED99;MED DIRECT QUALITE;Non;Non;O11MED99BILLI;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O13MD139;MED PR BILBAULT;Non;Non;O13MD139BILBA;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O13MD140;MED PR MERTES;Non;Non;O13MD140MERTE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O13MD141;MED PR PRADIGNAC;Non;Non;O13MD141PRADI;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O13MD142;MED PR LAUGEL;Non;Non;O13MD142LAUGE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O13MD143;MED PR MOREL;Non;Non;O13MD143MOREL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O13MD144;MED M PELACCIA;Non;Non;O13MD144PELAC;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;N13MED01;MED UFA KORGA;Non;Non;N13MED01KORG;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O14MD146;MED PR GONZALEZ;Non;Non;O14MD146GONZA;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O15MD155;MED PR BIERRY;Non;Non;O15MD155BIERR;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O15MD157;MED DU BIOSTAT;Non;Non;O15MD157SAULE;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O15MD158;MED PHYSIO;Non;Non;O15MD158ZOLL;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O15MD159;MED SIMU INFO;Non;Non;O15MD159SIMU;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O15MD160;MED NEUROCHIR;Non;Non;O15MD160PROU;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O16MD161;MED DU MICROCHIR;Non;Non;O16MD161FACCA;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O16MD162;MED DIU ADDICTION;Non;Non;O16MD162ADDIC;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED5FCFI;O16MD163;MED DU ONCOLOGIE;Non;Non;O16MD163ONCO;MED5FCFI;MED5FCFI;Composantes;MED;1010
MED2;N11MED01;MED PROJET CHINE;Non;Non;N11MED01SCACX;MED2RI;MED2;Composantes;MED;1010
PHI2;O11PHI01;PHI MASTER SETIF;Non;Non;O11PHI01SETIF;PHI2RI;PHI2;Composantes;PHI;1010
PHI2;O11PHI02;PHI REL INT ALGERIE;Non;Non;O11PHI02IRIA;PHI2RI;PHI2;Composantes;PHI;1010
PHI2;O11PHI03;PHI ECHANGES FR POL;Non;Non;O11PHI03EFPO;PHI2RI;PHI2;Composantes;PHI;1010
PHI2;O11PHI04;PHI ECHANG INTERNA;Non;Non;O11PHI04EINT;PHI2RI;PHI2;Composantes;PHI;1010
PHI2;N11PHI05;PHI CAMP EUROP ETE;Non;Non;N11PHI05UEEP;PHI2RI;PHI2;Composantes;PHI;1010
PHI2;O11PHI07;PHI PROF INVITES;Non;Non;O11PHI07PRINV;PHI2RI;PHI2;Composantes;PHI;1010
PHI2;O11PHI08;PHI MASTER KIEV;Non;Non;O11PHI08KIEV;PHI2RI;PHI2;Composantes;PHI;1010
PHI3;O14PHI10;PHI GESTION SCOLARIT;Non;Non;O14PHI10SCOL;PHI3DNC;PHI3;Composantes;PHI;1010
PSY3;O11PSY01;PSY FC LESOURD;Non;Non;O11PSY01LES1;PSY3DNC;PSY3;Composantes;PSY;1010
PSY3;O11PSY02;PSY FC DU TRAVAIL;Non;Non;O11PSY02OPDU;PSY3DNC;PSY3;Composantes;PSY;1010
PSY3;O11PSY03;PSY FC STEREOTAXIS;Non;Non;O11PSY03STX1;PSY3DNC;PSY3;Composantes;PSY;1010
PSY3;O11PSY04;PSY FC FORM ADULTES;Non;Non;O11PSY04OEFC;PSY3DNC;PSY3;Composantes;PSY;1010
PSY3;O12PSY01;PSY FC MME PEREIRA;Non;Non;O12PSY01MMSN;PSY3DNC;PSY3;Composantes;PSY;1010
PSY3;O14PSY01;PSY FC DU MED;Non;Non;O14PSY01MEDN;PSY3DNC;PSY3;Composantes;PSY;1010
PSY3;O14PSY02;PSY FC DU AUTISME;Non;Non;O14PSY02AUTI;PSY3DNC;PSY3;Composantes;PSY;1010
VIE3;EA6VIE01;VIE PROJ NEURONLINE;Non;oui;EA6VIE01X;VIE3MR1;VIE3;Composantes;VIE;1010
VIE1B;N11VIE01;VIE JARDIN VILLE;Non;Non;N11VIE01VILLE;VIE1LIJBOT;VIE1B;Composantes;VIE;1010
VIE3;N11VIE03;VIE CONV UFA;Non;Non;N11VIE03UFA;VIE3DNC;VIE3;Composantes;VIE;1010
VIE5;O11VIE01;VIE RETOUR FC IMMUNO;Non;Non;O11VIE01IMMU;VIE5NDC;VIE5;Composantes;VIE;1010
VIE5;O11VIE03;VIE RETOUR FC VEGETA;Non;Non;O11VIE03VEGE;VIE5NDC;VIE5;Composantes;VIE;1010
VIE5;O11VIE04;VIE RETOUR FC BIOSTR;Non;Non;O11VIE04BIOS;VIE5NDC;VIE5;Composantes;VIE;1010
VIE5;O11VIE06;VIE RETOUR FC EXANIM;Non;Non;O11VIE06EXPA;VIE5NDC;VIE5;Composantes;VIE;1010
VIE5;O11VIE13;VIE RETOUR FC PHYSIO;Non;Non;O11VIE13PHYS;VIE5NDC;VIE5;Composantes;VIE;1010
VIE5;O11VIE16;VIE RETOUR FC BIOCHI;Non;Non;O11VIE16BIOC;VIE5NDC;VIE5;Composantes;VIE;1010
VIE5;O11VIE19;VIE RETOUR FC GENETI;Non;Non;O11VIE19GENE;VIE5NDC;VIE5;Composantes;VIE;1010
VIE5;O15VIE20;VIE RETOUR FC GEOF;Non;Non;O15VIE20GEOF;VIE5NDC;VIE5;Composantes;VIE;1010
R18ACCR;U09RGRAB;IUF GRABOCZ MARTA;Non;Non;U09RGRABX;R18ACCR;R18ACCR;Recherche;ACCR;1010
R18ACCR;W12RGREA;LABEX GREAM;oui;oui;W12RGREAX;R18ACCR;R18ACCR;Recherche;ACCR;1010
R18ACCR;W17RGIAC;CRCT GIACCO BLANC Gr;oui;oui;W17RGIACX;R18ACCR;R18ACCR;Recherche;ACCR;1010
R14AHME;AA4R217A;14/217/A05;Non;oui;AA4R217AX;R14AHME;R14AHME;Recherche;AHME;1010
R14AHME;O13RSTRU;ALLOC COTUTELLE STRU;Non;Non;O13RSTRUX;R14AHME;R14AHME;Recherche;AHME;1010
R14AHME;O16RADGG;UMR 7044 DGG CNRS;Non;Non;O16RADGGX;R14AHME;R14AHME;Recherche;AHME;1010
R14AHME;U13RJEUN;IUF JEUNESSE MS 2013;Non;Non;U13RJEUNX;R14AHME;R14AHME;Recherche;AHME;1010
R14AHME;W17RHUMM;CRCT HUMM Michel;oui;oui;W17RHUMMX;R14AHME;R14AHME;Recherche;AHME;1010
R14AHME;EA6R217A;16/217/E14 REGIO MIN;Non;oui;EA6R217AX;R14AHME;R14AHME;Recherche;AHME;1010
R14ARCH;A13R214A;13/214/A08;Non;oui;A13R214AX;R14ARCH;R14ARCH;Recherche;ARCH;1010
R14ARCH;A13R214B;13/214/A16;Non;oui;A13R214BX;R14ARCH;R14ARCH;Recherche;ARCH;1010
R14ARCH;A13R214C;13/214/A13;Non;oui;A13R214CX;R14ARCH;R14ARCH;Recherche;ARCH;1010
R14ARCH;O12RINCO;JE INCORPORATION FOR;Non;Non;O12RINCOX;R14ARCH;R14ARCH;Recherche;ARCH;1010
R14ARCH;O16RTROM;UFA CT-32-15 TROMMER;Non;Non;O16RTROMX;R14ARCH;R14ARCH;Recherche;ARCH;1010
R14ARCH;U14RSUMP;IUF SUMPF ALEXANDRE;Non;Non;U14RSUMPX;R14ARCH;R14ARCH;Recherche;ARCH;1010
R14ARCH;W15RMAUR;LIVRES ET BIBLIOTHEQ;oui;oui;W15RMAURX;R14ARCH;R14ARCH;Recherche;ARCH;1010
R14ARCH;W15RRECH;CH. PERM. RECHT R.;oui;oui;W15RRECHX;R14ARCH;R14ARCH;Recherche;ARCH;1010
R41AARN;W15RJOSS;USIAS-2015-48;oui;oui;W15RJOSSX;R41AARN;R41AARN;Recherche;ARRN;1010
R13BETA;A06RR214;05/914/749/ANR;Non;oui;A06RR214X;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;AA5R101A;15/101/A14;Non;oui;AA5R101AX;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;AA6R101A;16/101/A08 LLERENA;Non;oui;AA6R101AX;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;AA6R101B;16/101/A09 LLERENA;Non;oui;AA6R101BX;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;O13R101A;CHAIRE EvoReg MULLER;Non;Non;O13R101AX;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;O15RDAHM;DEP DAHMANI;Non;Non;O15RDAHMX;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;O15RSWOL;SOLDE CONTRATS SW;Non;Non;O15RSWOLX;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;O16RPEA5;PEAP UE MONETAIRE;Non;Non;O16RPEA5X;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;SA4R101A;14/101/S06 REGION;Non;oui;SA4R101AX;R13BETA;R13BETA;Recherche;BETA;1010
R13BETA;U13RCOWA;IUF COWAN ROBIN MS;Non;Non;U13RCOWAX;R13BETA;R13BETA;Recherche;BETA;1010
R42BMAT;E13R414B;13/414/E25 IMMODGEL;Non;oui;E13R414BX;R42BMAT;R42BMAT;Recherche;BMAT;1010
R42BMAT;U12RSCHA;IUF SCHAAF PIERRE;Non;Non;U12RSCHAX;R42BMAT;R42BMAT;Recherche;BMAT;1010
R42BMAT;W15RSCHA;FELLOW 2015 SCHAAF;oui;oui;W15RSCHAX;R42BMAT;R42BMAT;Recherche;BMAT;1010
R42BPPS;O13RRSRV;CREDITS RESERVES;Non;Non;O13RRSRVX;R42BPPS;R42BPPS;Recherche;BPPS;1010
R41BSIC;O15RRBSR;C. APUREMENT 12/ESB/;Non;Non;O15RRBSRX;R41BSIC;R41BSIC;Recherche;BSIC;1010
R42CAMB;AA4R416B;14/416/A07;Non;oui;AA4R416BX;R42CAMB;R42CAMB;Recherche;CAMB;1010
R42CAMB;AA5R416A;15/416/A02;Non;oui;AA5R416AX;R42CAMB;R42CAMB;Recherche;CAMB;1010
R42CAMB;AA5R416B;15/416/A07;Non;oui;AA5R416BX;R42CAMB;R42CAMB;Recherche;CAMB;1010
R42CAMB;SA4R416A;14/416/S21 LCC LEBEA;Non;oui;SA4R416AX;R42CAMB;R42CAMB;Recherche;CAMB;1010
R42CAMB;SA5R416D;15/416/S35 ANSES PON;Non;oui;SA5R416DX;R42CAMB;R42CAMB;Recherche;CAMB;1010
R42CAMB;SA6R416C;16/416/S09 ARC LEBEA;Non;oui;SA6R416CX;R42CAMB;R42CAMB;Recherche;CAMB;1010
R16CARR;U15RPERN;IUF PERNOT LAURENT;Non;Non;U15RPERNX;R16CARR;R16CARR;Recherche;CARR;1010
R11CDPF;C14R0501;COLLOQUE 1 EA 1351;Non;Non;C14R0501X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;C14R0502;COLLOQUE 2 EA CDPF;Non;Non;C14R0502X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;C14R0503;COLLOQUE 3 EA CDPF;Non;Non;C14R0503X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;C14R0504;COLLOQUE 4 EA CDPF;Non;Non;C14R0504X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;C14R0505;COLLOQUE 5 EA CDPF;Non;Non;C14R0505X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O12R105A;H-COLLOQUES CDPF;Non;Non;O12R105AX;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O12R105B;H-SOUTENANCES CDPF;Non;Non;O12R105BX;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O13R105C;AIDE MOBILITE CDPF;Non;Non;O13R105CX;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R0510;SOUT. 10 EA 1351;Non;Non;O14R0510X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R0511;SOUT. 11 EA 1351;Non;Non;O14R0511X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R0512;SOUT. 12 EA 1351;Non;Non;O14R0512X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S1;SOUTENANCE 1 CDPF;Non;Non;O14R05S1X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S2;SOUTENANCE 2 CDPF;Non;Non;O14R05S2X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S3;SOUTENANCE 3 CDPF;Non;Non;O14R05S3X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S4;SOUTENANCE 4 EA 1351;Non;Non;O14R05S4X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S5;SOUTENANCE 5 EA 1351;Non;Non;O14R05S5X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S6;SOUTENANCE 6 EA 1351;Non;Non;O14R05S6X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S7;SOUT. 7 CDPF EA 1351;Non;Non;O14R05S7X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S8;SOUT. 8 CDPF EA 1351;Non;Non;O14R05S8X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;O14R05S9;SOUT. 9 CDPF EA 1351;Non;Non;O14R05S9X;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CDPF;SA4R105A;14/105/S26 GIP DROIT;Non;oui;SA4R105AX;R11CDPF;R11CDPF;Recherche;CDPF;1010
R11CEIE;C14R0401;COLLOQUE 1 EA 3994;Non;Non;C14R0401X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;C14R0402;COLLOQUE 2 EA CEIE;Non;Non;C14R0402X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;C14R0403;COLLOQUE 3 EA 3994;Non;Non;C14R0403X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;C14R0404;COLLOQUE 4 EA 3994;Non;Non;C14R0404X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;C14R0405;COLLOQUE 5 EA 3994;Non;Non;C14R0405X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O12R104A;H-COLLOQUES E 1 CEIE;Non;Non;O12R104AX;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O12R104B;H-SOUTENANCES CEIE;Non;Non;O12R104BX;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O13R104C;AIDE MOBILITE CEIE;Non;Non;O13R104CX;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O14R04S1;SOUTENANCE 1 CEIE;Non;Non;O14R04S1X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O14R04S2;SOUTENANCE 2 EA 3994;Non;Non;O14R04S2X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O14R04S3;SOUTENANCE 3 CEIE;Non;Non;O14R04S3X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O14R04S4;SOUTENANCE 4 CEIE;Non;Non;O14R04S4X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O14R04S5;SOUTENANCE 5 EA 3994;Non;Non;O14R04S5X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O14R04S6;SOUTENANCE 6 CEIE;Non;Non;O14R04S6X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O14R04S7;SOUTENANCE 7 CEIE;Non;Non;O14R04S7X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;O16RPEA6;PEAP DROIT DE L'UE;Non;Non;O16RPEA6X;R11CEIE;R11CEIE;Recherche;CEIE;1010
R11CEIE;W17RMEST;CRCT MESTRE Christia;oui;oui;W17RMESTX;R11CEIE;R11CEIE;Recherche;CEIE;1010
R32CHIM;A12R316H;12/316/A23;Non;oui;A12R316HX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;A12R316I;12/316/A24;Non;oui;A12R316IX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;A13R316A;13/316/A09;Non;oui;A13R316AX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;A13R316B;13/316/A14;Non;oui;A13R316BX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;A13R316C;13/316/A20;Non;oui;A13R316CX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;A13R316D;13/316/A23;Non;oui;A13R316DX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA4R316A;14/316/A01;Non;oui;AA4R316AX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA5R316A;15/316/A01;Non;oui;AA5R316AX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA5R316B;15/316/A05;Non;oui;AA5R316BX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA5R316C;15/316/A06;Non;oui;AA5R316CX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA5R316D;15/316/A15;Non;oui;AA5R316DX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA5R316E;15/316/A17;Non;oui;AA5R316EX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA5R316F;15/316/A18;Non;oui;AA5R316FX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA5R316G;15/316/A19;Non;oui;AA5R316GX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA6R316A;16/316/A14 GIMENEZ;Non;oui;AA6R316AX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;AA6R316B;16/316/A18 DANIEL;Non;oui;AA6R316BX;R32CHIM;R32CHIM;Recherche;CHIM;1010
